T,ActionApplied,Q_star,TotalSpent
0,voucher,47.60743179516056,146.54998971513152
0,freeship,248.50481592688553,519.027112618691
0,combo,512.8981298555759,440.90059940653805
0,flashsale,32.21651584505255,-278.5205574184069
0,loyalty,180.46604406744441,358.3385963566293
1,voucher,47.03835368091743,-102.81173602678413
1,freeship,248.28224286935205,144.79960164190175
1,combo,511.85077984504966,619.5121076260214
1,flashsale,31.52244526276121,98.6309508116367
1,loyalty,180.45826945520844,254.65238533946746
2,voucher,45.91856623800248,-72.68265459690747
2,freeship,249.83393410466962,193.3646362303408
2,combo,508.28680982943433,439.76569224582806
2,flashsale,31.44639897422935,86.66465337068668
2,loyalty,180.9429727363554,-16.199213912753663
3,voucher,45.86114346497042,-163.2276684821255
3,freeship,250.81245145673353,435.6444568094513
3,combo,509.33080489904813,489.2599075305705
3,flashsale,32.064621337144516,134.34244679547908
3,loyalty,177.18367909405268,278.2165957437498
4,voucher,48.77344908438614,92.57261412843297
4,freeship,249.89425615664942,28.838480407427937
4,combo,508.3271686703323,519.9326768025255
4,flashsale,33.73832845011091,175.7258009410407
4,loyalty,178.09339061650786,159.177023195139
5,voucher,47.34902101455181,-53.828413789056924
5,freeship,250.80277699409052,178.78467365383852
5,combo,507.80663777404294,485.3206604848654
5,flashsale,34.4739140912053,-49.78233752003919
5,loyalty,177.61760653796145,163.0407091281648
6,voucher,47.56662511186699,76.16275342588337
6,freeship,250.00914756261287,252.2831698384643
6,combo,506.3682937269542,471.24681504147736
6,flashsale,33.745754685298735,-97.59892198327093
6,loyalty,176.8284269685319,282.54358576576533
7,voucher,46.52602789866177,-204.60812169823956
7,freeship,249.09264897659367,89.19302754469257
7,combo,505.21726300997597,664.5695850788243
7,flashsale,35.01519081079373,129.692512151312
7,loyalty,176.14507593227506,230.62131572550453
8,voucher,48.88525180627428,-236.33022144010877
8,freeship,249.68266580362797,274.5268694507954
8,combo,505.7425983770726,434.4009294459868
8,flashsale,35.430805570535135,85.45525267673332
8,loyalty,177.41415737511844,224.89379502450845
9,voucher,49.56895048181757,122.14201345242915
9,freeship,248.52869184266197,-23.626538844390808
9,combo,506.55436486512656,418.19254844434874
9,flashsale,36.55820560589378,-124.76122318828322
9,loyalty,178.962474633335,67.17955967869553
10,voucher,49.11439010873926,77.89993150481848
10,freeship,247.59035307518914,225.29658490047825
10,combo,507.15105643021155,452.23058068739243
10,flashsale,38.38262057486305,-283.0817393079344
10,loyalty,178.0595299882348,318.59831408157436
11,voucher,49.76403103558095,-211.18616694360054
11,freeship,247.9491923754677,133.67398310345652
11,combo,507.56289670019436,496.50730053320586
11,flashsale,36.86309234791935,232.7683151358838
11,loyalty,178.40434795724315,107.77301279640605
12,voucher,50.29605602425924,-56.02811146227881
12,freeship,245.9288723495227,233.74408798870138
12,combo,506.3506221007693,274.83775290175765
12,flashsale,37.5539563991314,-21.123233646392684
12,loyalty,178.99828553673177,290.15201967384644
13,voucher,51.80185342901376,68.19555337252206
13,freeship,245.6512546315,363.15746611481677
13,combo,505.3158062145403,416.6486822332132
13,flashsale,36.981845156073916,68.93475305491793
13,loyalty,181.1573448597277,155.5069539508253
14,voucher,50.29538188226495,152.88874473679627
14,freeship,243.87165122205852,199.56169558925026
14,combo,505.23082749518863,364.16579417469484
14,flashsale,35.79861312072585,120.93033224102835
14,loyalty,182.06725121185457,37.85950248917294
15,voucher,51.1680897241785,21.850177884954256
15,freeship,244.28819004842285,587.3018549092426
15,combo,507.3900711872925,505.0992321031194
15,flashsale,33.98746095891854,68.12742951199108
15,loyalty,182.96442067060485,10.744865945187058
16,voucher,49.80243406602617,22.77990460158847
16,freeship,243.50825976002204,408.0857490196059
16,combo,508.1081514492854,434.7617162847809
16,flashsale,34.26586461051316,9.606847524382566
16,loyalty,183.54064866558335,117.18620677969746
17,voucher,49.3196796058227,275.6343630672121
17,freeship,242.70360355032466,294.53808245319624
17,combo,508.61843218640263,512.8543807126782
17,flashsale,35.82556942911103,-62.03990504354468
17,loyalty,182.86132569393487,72.30017033671501
18,voucher,48.35700694237739,59.421945214951656
18,freeship,242.60736793602132,337.97052310717277
18,combo,508.1472175530676,536.5999734031896
18,flashsale,36.88035739903155,91.35815803359115
18,loyalty,183.06320392615865,413.8214093872991
19,voucher,46.52102370386698,-103.53744132034839
19,freeship,242.71116997074097,80.52694862850399
19,combo,507.165055670501,599.4844240565338
19,flashsale,36.051833637298465,30.634634809118367
19,loyalty,182.8314544543163,163.01710222667003
20,voucher,45.233221711639395,55.62256496513031
20,freeship,243.33993439624138,257.1477601183401
20,combo,505.3903510792802,940.5917087017909
20,flashsale,36.05099512646386,-228.3103607465746
20,loyalty,182.75119072103686,79.21716426609694
21,voucher,44.72988257148801,-8.899685623014932
21,freeship,243.5507407439265,335.03028799048224
21,combo,503.3091179143463,702.1671799636439
21,flashsale,37.723499739526936,-202.2979374086931
21,loyalty,182.26618015620477,84.97351615947699
22,voucher,45.29780168987007,155.07070325100318
22,freeship,242.2780348410346,329.0977218314862
22,combo,501.6092756637645,605.7773435845227
22,flashsale,37.43088267252371,0.504513336589028
22,loyalty,182.67622955023037,-48.19556483029194
23,voucher,44.21345265523381,-98.53591650371835
23,freeship,241.80268226881543,25.990908370369254
23,combo,502.2826201923692,269.72061230071375
23,flashsale,36.352292965579906,-138.5360367460445
23,loyalty,182.42080769259206,271.15981083667066
24,voucher,43.848005583674365,85.37916662630758
24,freeship,242.9096920830787,212.13901229538516
24,combo,501.132529740408,361.1634966536209
24,flashsale,36.78383437923427,-34.93226234496536
24,loyalty,184.0504321480102,140.93770480141083
25,voucher,42.12930645737894,93.29583778467119
25,freeship,243.6670201730467,162.45911875519346
25,combo,501.05979238053766,513.7055651530444
25,flashsale,38.13368733789848,-46.364623497766004
25,loyalty,184.28224378536524,113.90461347605769
