T,ActionApplied,Q_star,TotalSpent
0,voucher,338.5789505043065,333.5209312521432
0,freeship,356.023508086611,352.8175748588426
0,combo,606.0584507232248,715.3339710899764
0,flashsale,298.9703072994962,194.40939537815598
0,loyalty,258.8441585959195,191.5757179844977
1,voucher,338.98723612807987,398.8718203524495
1,freeship,354.8839447393033,392.8001148136433
1,combo,605.5063859830097,816.349426958895
1,flashsale,298.78872266571693,181.46945517831784
1,loyalty,255.64426793675142,299.23948254275035
2,voucher,337.9863696383203,497.10257268762473
2,freeship,354.7332386500237,252.05167627912314
2,combo,608.6471248929155,648.9362186593036
2,flashsale,299.7874305004515,235.93102543498105
2,loyalty,254.08899072001844,254.17469553955252
3,voucher,335.43210607550657,295.6986477654287
3,freeship,353.12259300624766,265.8450257461917
3,combo,608.3392677158839,691.0329581993046
3,flashsale,299.6872383028626,202.10381731914333
3,loyalty,252.81221429786254,303.70797657881286
4,voucher,338.7686849478274,383.89319487650283
4,freeship,355.1862446953186,317.4350480856841
4,combo,609.2385499861864,496.658797157089
4,flashsale,298.4047206071231,398.8809131531684
4,loyalty,254.17883316874634,182.93660411239904
5,voucher,339.7547795552028,383.8938184153092
5,freeship,354.33293224406845,274.406096542325
5,combo,612.5514055051407,644.843363285386
5,flashsale,299.41473106872087,333.34479662713306
5,loyalty,254.44152324916493,220.71603471181396
6,voucher,335.8717563028615,300.816966134016
6,freeship,357.6576121908927,395.4399773089068
6,combo,612.5407109063301,747.3026979300453
6,flashsale,300.86318451528945,236.3662353215924
6,loyalty,257.8329569668778,273.7270964292949
7,voucher,337.85842557949525,318.67339831720966
7,freeship,356.07566296866725,235.96847817059734
7,combo,613.3062653303699,424.6061518839316
7,flashsale,302.98215444732665,409.0319830186119
7,loyalty,257.818792584336,354.8414485848077
8,voucher,336.60950006171817,225.05061710806584
8,freeship,354.0035923799855,442.6542862743275
8,combo,613.3794369311776,548.8653434362552
8,flashsale,303.8129464033304,89.7002680473366
8,loyalty,257.64604031097474,168.7891623050706
9,voucher,336.8120336043334,363.39137569250084
9,freeship,354.76576517779455,324.92314190780473
9,combo,613.3515140177894,496.0321785110226
9,flashsale,303.65519429413393,336.1615862502847
9,loyalty,256.81451786404966,322.33025686027463
10,voucher,336.66799389607866,277.1002267848252
10,freeship,355.2089904323883,278.46975616641544
10,combo,613.6713923899598,669.4815087997098
10,flashsale,301.42652177125865,405.87149610552865
10,loyalty,258.71399957939474,359.94738924220263
11,voucher,335.7649846028226,524.6158711443734
11,freeship,354.72050790969683,156.9554106570321
11,combo,612.6168800987581,588.720243707667
11,flashsale,303.3105967641413,269.6435022607784
11,loyalty,259.9037708218222,306.48872764007274
12,voucher,335.7210268598906,434.31269711392093
12,freeship,353.71861400488353,221.61740284171708
12,combo,611.5939690754569,538.6650255467514
12,flashsale,304.28493467314604,197.65253988276126
12,loyalty,261.72948859560563,126.87244405388788
13,voucher,334.02543692485875,191.09306873455017
13,freeship,353.6223244251233,341.6006339123238
13,combo,611.6413145617885,627.8260446173894
13,flashsale,304.64170008781747,141.53733402030429
13,loyalty,261.5328372234312,419.37055879236107
14,voucher,336.9609404731039,243.55533236189342
14,freeship,350.96463961199686,252.27738141559416
14,combo,612.1335504239828,633.5972096384434
14,flashsale,305.27994754474236,418.28242128765254
14,loyalty,260.64091175768596,224.4105149678352
15,voucher,337.06532042151457,385.1303534551169
15,freeship,352.97323150038153,231.8920171047725
15,combo,612.1809591474265,515.0940599288751
15,flashsale,305.6034096659495,213.90435862812117
15,loyalty,259.5836230756683,390.8853714587095
16,voucher,336.695212455098,170.57255949036045
16,freeship,353.56370993603133,511.30403914843964
16,combo,613.7770349703015,569.5395924787424
16,flashsale,304.8139085794457,322.96921109783943
16,loyalty,258.3034321344361,393.8821567296906
17,voucher,335.27267350143836,363.0901893024003
17,freeship,352.20477283875704,331.3764896109042
17,combo,612.1526892901148,541.8492284757438
17,flashsale,308.18607436556897,384.14008206108934
17,loyalty,259.13955189313793,302.7291952197701
18,voucher,337.14192210709643,246.7049831942768
18,freeship,351.97236240990924,373.3561658605039
18,combo,613.0725007687194,798.3012620576549
18,flashsale,308.9599124256203,517.7168485345774
18,loyalty,260.349969997457,288.6965841883754
19,voucher,338.7206985249347,256.1917479019221
19,freeship,354.0314307996727,402.1562710629365
19,combo,613.4834573280746,719.4713089181146
19,flashsale,306.20586332466115,433.29991067236847
19,loyalty,260.08018682080893,312.371565724425
20,voucher,337.360594833937,236.33217953843183
20,freeship,354.8180582035482,322.53563256757405
20,combo,614.7328557835672,390.3856563433271
20,flashsale,307.3244673725796,214.8080944583926
20,loyalty,259.0540658178967,181.6817678363176
21,voucher,335.503209511565,250.68756483317668
21,freeship,354.55465886045744,312.4908403691606
21,combo,613.2943093843219,549.9119228473097
21,flashsale,311.04133285139767,354.44640582770523
21,loyalty,260.2946450694211,404.11141267996857
22,voucher,335.55348870589773,295.57024117744044
22,freeship,353.66379851497715,311.5927406102179
22,combo,613.056728756423,548.5738557727635
22,flashsale,311.5113073163153,297.6909863813394
22,loyalty,259.24612380287306,155.56494180871437
23,voucher,334.75737107711745,434.72302158823385
23,freeship,353.7859478095897,332.44386605072134
23,combo,614.4810231849644,419.6277642408004
23,flashsale,313.0386081216303,363.4214328037039
23,loyalty,258.46231119054687,331.25283382968536
24,voucher,336.4511511781046,246.86587067477865
24,freeship,351.1289332945999,171.35820909020347
24,combo,615.389692374737,578.4813198882629
24,flashsale,314.4325021538568,131.73183212209344
24,loyalty,260.621549513562,377.6198008518575
25,voucher,333.7682033282525,215.6283275869978
25,freeship,350.18055731594416,270.3995588760869
25,combo,614.9039383913694,454.7402843166318
25,flashsale,313.23502253266213,336.45882913662916
25,loyalty,260.04621690984726,171.71069818069915
26,voucher,330.1254402351279,352.0124446819461
26,freeship,349.7484027382373,310.54978941202427
26,combo,613.0971023150095,523.4089251480283
26,flashsale,313.9381659252053,303.95676166361363
26,loyalty,257.66203542491627,52.810093636610674
27,voucher,334.03210548412096,392.20402448769175
27,freeship,350.22373779335413,260.4138882118754
27,combo,611.4400921679384,556.4244809570273
27,flashsale,312.74430514573174,491.4292927296316
27,loyalty,259.5027558759231,171.72202930363358
28,voucher,331.63425247468916,304.07149812201135
28,freeship,348.8795050806784,385.3488308589945
28,combo,613.3954922971568,815.6886235392396
28,flashsale,315.33600378787435,272.68127259793795
28,loyalty,259.29466098272314,140.93638333297835
29,voucher,329.23078790732734,307.7942775233397
29,freeship,350.4635935585763,306.4185413894869
29,combo,611.7384812116708,495.21354184659015
29,flashsale,315.3620979852386,352.1566802548705
29,loyalty,258.50571088144494,217.50261805264876
30,voucher,331.25741893410867,454.7267018437195
30,freeship,349.5492026003776,449.06617536317253
30,combo,612.06278700513,634.0716944621216
30,flashsale,315.27456303808873,391.5045973020684
30,loyalty,259.8941992099053,296.5661156792255
31,voucher,330.8309325083866,425.1044980883327
31,freeship,348.7153470402583,423.8552223800278
31,combo,611.3127100489424,531.4781417421821
31,flashsale,318.4813733990139,516.4412824336496
31,loyalty,259.6564272882796,379.0331732490644
32,voucher,332.00957418661017,361.66906385652817
32,freeship,349.44756996912747,324.03138161651697
32,combo,611.4690046653963,665.8889975515107
32,flashsale,318.7080821155137,239.10597416482088
32,loyalty,258.3602520797439,167.43114604168346
33,voucher,330.32511957743327,328.6986482989342
33,freeship,351.72339854910115,344.91222340772595
33,combo,611.08983917503,619.6960702749735
33,flashsale,318.85196402793093,341.6735938217321
33,loyalty,258.25329755862975,163.95902586436432
34,voucher,329.43750931885273,594.8402821080704
34,freeship,350.907638632977,307.758240078904
34,combo,612.5646785475781,659.3971826657837
34,flashsale,318.1110822449048,304.2420761142794
34,loyalty,257.61449224056076,375.02596808968804
35,voucher,328.29397021972113,167.4660064293924
35,freeship,352.4555970142602,358.3357082238147
35,combo,610.986561561145,666.9019550213171
35,flashsale,315.5275191600998,198.4466908899206
35,loyalty,258.53007223298357,229.02736596702727
36,voucher,326.39551927550554,250.71845665227954
36,freeship,353.52225791405886,224.85245237966427
36,combo,612.5116992617744,679.0970431989599
36,flashsale,317.3981597560755,488.6738707931696
36,loyalty,257.3757821233698,261.3351124115763
37,voucher,326.29077493112464,329.8497088505234
37,freeship,354.0551286046131,298.24475525661916
37,combo,612.8739845533584,469.3863087054996
37,flashsale,317.41105135246835,294.6625732619004
37,loyalty,258.89185738726286,151.5701427146638
38,voucher,325.8069908533766,94.47357265876445
38,freeship,353.6540114103287,411.59600539444034
38,combo,616.016167835647,523.7401906107855
38,flashsale,317.25803533007985,253.56182536799963
38,loyalty,260.5223645480608,287.51108234704776
39,voucher,321.5170231080306,409.242949185696
39,freeship,352.53290368462996,330.21743170953437
39,combo,615.2738789862672,668.2561657069119
39,flashsale,317.4075408011422,330.5893406687302
39,loyalty,261.8876353734379,492.8877944748484
40,voucher,320.1470194475156,193.29184855473886
40,freeship,353.2645143683837,417.31574132078555
40,combo,615.4789925275809,632.0620280335601
40,flashsale,318.8576476952507,180.20077868825229
40,loyalty,261.31084138492866,275.02722405296976
41,voucher,322.1082180049033,230.6861661441344
41,freeship,355.8950346632802,425.47687289878553
41,combo,614.7049786870386,664.1472454938552
41,flashsale,318.8919787377785,204.01848040435038
41,loyalty,261.0301669785369,236.98101102052652
42,voucher,322.40772098567544,403.66120690686864
42,freeship,355.8574387846449,372.78832805425884
42,combo,613.3445394671443,649.2701381070632
42,flashsale,317.30840913149376,458.24016724471414
42,loyalty,263.32862472320113,299.978965727865
43,voucher,323.24299557464445,281.984309998874
43,freeship,355.71231176815945,315.49592146953717
43,combo,611.8434795781868,495.6597396208241
43,flashsale,318.13991543750774,409.8533666354185
43,loyalty,265.33754138069594,294.0572963668081
44,voucher,324.5702939537458,324.0347392918223
44,freeship,358.0344165094509,253.29739892712257
44,combo,611.2881252239505,678.2480808165504
44,flashsale,317.2645645792248,226.18372230353378
44,loyalty,263.936667201949,279.64813039155973
45,voucher,322.09884436635565,396.6922435470316
45,freeship,359.95601283088695,469.4222788474374
45,combo,611.4224376798513,620.7033022462384
45,flashsale,317.19338589412047,372.1489496113376
45,loyalty,264.84567191357786,269.05158300137913
46,voucher,321.71161630808786,209.2914497989974
46,freeship,357.60107007336086,381.40832441537725
46,combo,611.5376512975034,496.35975201598353
46,flashsale,313.04021561655117,448.26533947083374
46,loyalty,264.13162321907095,253.15645933404832
