T,ActionApplied,Q_star,TotalSpent
0,voucher,-216.1241874067931,-335.0633602836936
0,freeship,495.209062236254,646.820188360794
0,combo,325.60752239114174,271.039408827908
0,flashsale,259.21584810534665,325.85516420443724
0,loyalty,-252.8372965948622,-342.89344972375164
1,voucher,-216.1241874067931,-337.3573402310416
1,freeship,495.209062236254,304.8347041847038
1,combo,325.60752239114174,225.88066148511098
1,flashsale,259.21584810534665,367.18164372644145
1,loyalty,-252.8372965948622,-379.7933371598457
2,voucher,-216.1241874067931,-85.42102521126469
2,freeship,495.209062236254,556.685555388726
2,combo,325.60752239114174,404.39814159573
2,flashsale,259.21584810534665,243.56785328704646
2,loyalty,-252.8372965948622,-336.8356265335488
3,voucher,-216.1241874067931,-193.11655841947504
3,freeship,495.209062236254,562.9071053440338
3,combo,325.60752239114174,209.54404145251556
3,flashsale,259.21584810534665,284.41904977921064
3,loyalty,-252.8372965948622,-165.05711271318316
4,voucher,-216.1241874067931,-339.5153954084393
4,freeship,495.209062236254,571.8108120192991
4,combo,325.60752239114174,250.83327673791706
4,flashsale,259.21584810534665,224.7567236126548
4,loyalty,-252.8372965948622,-97.17878658647922
5,voucher,-216.1241874067931,-200.33425609296413
5,freeship,495.209062236254,448.01409948393984
5,combo,325.60752239114174,353.6579071658108
5,flashsale,259.21584810534665,217.4666761082552
5,loyalty,-252.8372965948622,-278.67936906847683
6,voucher,-216.1241874067931,-121.16135675854328
6,freeship,495.209062236254,559.8013611147919
6,combo,325.60752239114174,364.1758176988064
6,flashsale,259.21584810534665,223.9651286733036
6,loyalty,-252.8372965948622,-298.5444325121535
7,voucher,-216.1241874067931,-450.50229132991456
7,freeship,495.209062236254,455.65474782342005
7,combo,325.60752239114174,398.43795439525155
7,flashsale,259.21584810534665,405.5025247872912
7,loyalty,-252.8372965948622,-253.8488007307392
8,voucher,-216.1241874067931,-155.7777856236841
8,freeship,495.209062236254,482.1233474077557
8,combo,325.60752239114174,423.20583127090663
8,flashsale,259.21584810534665,332.9225163738379
8,loyalty,-252.8372965948622,-353.3114747805594
9,voucher,-216.1241874067931,-100.11121591853463
9,freeship,495.209062236254,479.16113835410465
9,combo,325.60752239114174,244.88453975422746
9,flashsale,259.21584810534665,174.1409511228179
9,loyalty,-252.8372965948622,-411.2167218505213
10,voucher,-216.1241874067931,-261.71038702408185
10,freeship,495.209062236254,573.220739769713
10,combo,325.60752239114174,257.7907205575042
10,flashsale,259.21584810534665,412.7008624592695
10,loyalty,-252.8372965948622,-264.4202168109036
11,voucher,-216.1241874067931,-165.52467267119246
11,freeship,495.209062236254,359.0079432239903
11,combo,325.60752239114174,439.4958261993369
11,flashsale,259.21584810534665,331.22300814047406
11,loyalty,-252.8372965948622,-346.5009077408793
12,voucher,-216.1241874067931,-203.21768662455085
12,freeship,495.209062236254,424.7998531642364
12,combo,325.60752239114174,414.0180163249762
12,flashsale,259.21584810534665,164.74941180479266
12,loyalty,-252.8372965948622,-380.53509588572234
13,voucher,-216.1241874067931,-272.5032896974282
13,freeship,495.209062236254,413.3678560960889
13,combo,325.60752239114174,372.3028511366641
13,flashsale,259.21584810534665,274.787325652995
13,loyalty,-252.8372965948622,-100.39624833846224
14,voucher,-216.1241874067931,-295.57812861349475
14,freeship,495.209062236254,488.9751783677421
14,combo,325.60752239114174,462.9620248531811
14,flashsale,259.21584810534665,329.98841984454134
14,loyalty,-252.8372965948622,-412.06990903610676
15,voucher,-216.1241874067931,-93.43819983719625
15,freeship,495.209062236254,593.9340298769357
15,combo,325.60752239114174,320.2711512562744
15,flashsale,259.21584810534665,199.63693295413216
15,loyalty,-252.8372965948622,-167.3874620775803
16,voucher,-216.1241874067931,-184.87668212515024
16,freeship,495.209062236254,514.3764698777699
16,combo,325.60752239114174,539.8538845897426
16,flashsale,259.21584810534665,310.05265511947744
16,loyalty,-252.8372965948622,-257.97200873194197
17,voucher,-216.1241874067931,-120.99948988052938
17,freeship,495.209062236254,469.81574963349664
17,combo,325.60752239114174,397.49482706960504
17,flashsale,259.21584810534665,241.0347260728423
17,loyalty,-252.8372965948622,-37.905974080148184
18,voucher,-216.1241874067931,-143.7677742233527
18,freeship,495.209062236254,670.857258882673
18,combo,325.60752239114174,298.07306130719394
18,flashsale,259.21584810534665,228.6366021254478
18,loyalty,-252.8372965948622,-153.63132214973174
19,voucher,-216.1241874067931,-293.3972948883191
19,freeship,495.209062236254,486.66704247443096
19,combo,325.60752239114174,313.9838564828075
19,flashsale,259.21584810534665,147.37156815417478
19,loyalty,-252.8372965948622,-18.525478299368473
20,voucher,-216.1241874067931,-373.19210360433215
20,freeship,495.209062236254,581.0517426333666
20,combo,325.60752239114174,301.6180237523278
20,flashsale,259.21584810534665,325.6368152161706
20,loyalty,-252.8372965948622,-229.50481149740767
21,voucher,-216.1241874067931,-166.04692893742669
21,freeship,495.209062236254,543.0883749296456
21,combo,325.60752239114174,408.3896000769998
21,flashsale,259.21584810534665,270.1334074262638
21,loyalty,-252.8372965948622,-247.8008806302066
22,voucher,-216.1241874067931,-140.63614865924762
22,freeship,495.209062236254,441.95445365145616
22,combo,325.60752239114174,207.68298953549538
22,flashsale,259.21584810534665,186.60391737184753
22,loyalty,-252.8372965948622,-277.7572124260048
23,voucher,-216.1241874067931,-110.72130388080956
23,freeship,495.209062236254,580.3407379645327
23,combo,325.60752239114174,236.2817072033357
23,flashsale,259.21584810534665,269.46126813056577
23,loyalty,-252.8372965948622,-302.0792464144197
24,voucher,-216.1241874067931,-180.91703386136967
24,freeship,495.209062236254,542.0307547956263
24,combo,325.60752239114174,327.84403826892793
24,flashsale,259.21584810534665,186.87226268406434
24,loyalty,-252.8372965948622,-168.90375639880966
25,voucher,-216.1241874067931,-28.357101624610976
25,freeship,495.209062236254,533.3646645664019
25,combo,325.60752239114174,188.60344932159293
25,flashsale,259.21584810534665,303.3122505384887
25,loyalty,-252.8372965948622,-199.233904408041
26,voucher,-216.1241874067931,-100.7990821036639
26,freeship,495.209062236254,329.1412433053996
26,combo,325.60752239114174,317.3302647942328
26,flashsale,259.21584810534665,322.34966386074456
26,loyalty,-252.8372965948622,-121.76920390023199
27,voucher,-216.1241874067931,-118.75678914866748
27,freeship,495.209062236254,418.07048337938636
27,combo,325.60752239114174,447.16639879323714
27,flashsale,259.21584810534665,190.67398266920043
27,loyalty,-252.8372965948622,-154.0911127644212
28,voucher,-216.1241874067931,-238.09311714812037
28,freeship,495.209062236254,525.4185321309753
28,combo,325.60752239114174,214.74217008262468
28,flashsale,259.21584810534665,133.001191395592
28,loyalty,-252.8372965948622,-267.3149413050603
29,voucher,-216.1241874067931,-82.87926898739232
29,freeship,495.209062236254,463.63264298132145
29,combo,325.60752239114174,238.97613444548045
29,flashsale,259.21584810534665,416.89927366423007
29,loyalty,-252.8372965948622,-176.03392205328174
30,voucher,-216.1241874067931,-252.29044439728568
30,freeship,495.209062236254,418.15492786486396
30,combo,325.60752239114174,291.0413839323129
30,flashsale,259.21584810534665,181.45421083237488
30,loyalty,-252.8372965948622,-128.4077328390692
31,voucher,-216.1241874067931,-141.78446262520717
31,freeship,495.209062236254,380.962400267986
31,combo,325.60752239114174,233.7514819250332
31,flashsale,259.21584810534665,229.3926936343913
31,loyalty,-252.8372965948622,-284.10491032869885
32,voucher,-216.1241874067931,-91.92682644876315
32,freeship,495.209062236254,476.7408626322174
32,combo,325.60752239114174,173.799181602036
32,flashsale,259.21584810534665,192.7477263045521
32,loyalty,-252.8372965948622,-154.32354525733075
33,voucher,-216.1241874067931,-227.45154897910305
33,freeship,495.209062236254,453.0915720460443
33,combo,325.60752239114174,169.33166833269146
33,flashsale,259.21584810534665,250.74491978060843
33,loyalty,-252.8372965948622,-344.4075367666042
34,voucher,-216.1241874067931,-175.08503523332004
34,freeship,495.209062236254,368.5045100453016
34,combo,325.60752239114174,279.8512407929893
34,flashsale,259.21584810534665,291.53701766161225
34,loyalty,-252.8372965948622,-288.0240541633591
35,voucher,-216.1241874067931,-281.75592522737514
35,freeship,495.209062236254,484.2410740775533
35,combo,325.60752239114174,351.39472879985277
35,flashsale,259.21584810534665,155.67025457536027
35,loyalty,-252.8372965948622,-115.70265939264601
36,voucher,-216.1241874067931,-245.94384486083618
36,freeship,495.209062236254,519.8413644821237
36,combo,325.60752239114174,221.0617351905723
36,flashsale,259.21584810534665,278.0416307366013
36,loyalty,-252.8372965948622,-268.79982390862193
37,voucher,-216.1241874067931,-288.92381293364247
37,freeship,495.209062236254,467.79547252038356
37,combo,325.60752239114174,326.34217747787795
37,flashsale,259.21584810534665,181.30985683446838
37,loyalty,-252.8372965948622,-371.8627596984561
38,voucher,-216.1241874067931,-197.94272911249965
38,freeship,495.209062236254,542.0772883558706
38,combo,325.60752239114174,205.3687185458433
38,flashsale,259.21584810534665,309.8066918741688
38,loyalty,-252.8372965948622,-230.549531746119
39,voucher,-216.1241874067931,-178.21967774731837
39,freeship,495.209062236254,405.1524795331779
39,combo,325.60752239114174,229.487043258383
39,flashsale,259.21584810534665,372.6296547216473
39,loyalty,-252.8372965948622,-151.27464688042744
40,voucher,-216.1241874067931,-259.2296289409788
40,freeship,495.209062236254,533.6473544430721
40,combo,325.60752239114174,298.02598728140646
40,flashsale,259.21584810534665,5.670099758299756
40,loyalty,-252.8372965948622,-270.82873936025936
41,voucher,-216.1241874067931,-250.8386085222115
41,freeship,495.209062236254,540.9570845645421
41,combo,325.60752239114174,178.5691275296143
41,flashsale,259.21584810534665,376.418882611778
41,loyalty,-252.8372965948622,-100.45831263518335
42,voucher,-216.1241874067931,-257.2044031440449
42,freeship,495.209062236254,556.9081288995513
42,combo,325.60752239114174,328.8886646413794
42,flashsale,259.21584810534665,341.01525712637226
42,loyalty,-252.8372965948622,-371.024537874651
43,voucher,-216.1241874067931,-125.62960118325266
43,freeship,495.209062236254,607.3475074416549
43,combo,325.60752239114174,303.7491409662925
43,flashsale,259.21584810534665,256.03465464626066
43,loyalty,-252.8372965948622,-241.6063581662181
44,voucher,-216.1241874067931,-248.09646399986167
44,freeship,495.209062236254,638.5488007400403
44,combo,325.60752239114174,330.52638050563905
44,flashsale,259.21584810534665,273.5434071239195
44,loyalty,-252.8372965948622,-64.60361780366472
45,voucher,-216.1241874067931,-355.7240131697479
45,freeship,495.209062236254,429.8745924667551
45,combo,325.60752239114174,315.2333283476304
45,flashsale,259.21584810534665,395.2678234517217
45,loyalty,-252.8372965948622,-189.85725552688245
46,voucher,-216.1241874067931,-149.92878708981198
46,freeship,495.209062236254,598.2410955651984
46,combo,325.60752239114174,309.1474186506812
46,flashsale,259.21584810534665,218.07258549933857
46,loyalty,-252.8372965948622,-172.45927080931762
47,voucher,-216.1241874067931,-251.57180186331428
47,freeship,495.209062236254,437.4976791601743
47,combo,325.60752239114174,321.57656872747833
47,flashsale,259.21584810534665,204.389847987564
47,loyalty,-252.8372965948622,-324.826550619416
48,voucher,-216.1241874067931,-212.5892557977822
48,freeship,495.209062236254,505.18123733364513
48,combo,325.60752239114174,424.4436972043569
48,flashsale,259.21584810534665,167.4525166683918
48,loyalty,-252.8372965948622,-206.53969641025137
49,voucher,-216.1241874067931,-114.50784686924413
49,freeship,495.209062236254,343.8722793171511
49,combo,325.60752239114174,306.67162516845303
49,flashsale,259.21584810534665,261.06739911309046
49,loyalty,-252.8372965948622,-133.3058018601995
50,voucher,-216.1241874067931,-306.01060788856
50,freeship,495.209062236254,694.7556871185552
50,combo,325.60752239114174,344.67087260297234
50,flashsale,259.21584810534665,48.694964284413686
50,loyalty,-252.8372965948622,-237.84918777835608
51,voucher,-216.1241874067931,-256.3610519014756
51,freeship,495.209062236254,468.85218367881424
51,combo,325.60752239114174,468.4584470535499
51,flashsale,259.21584810534665,257.46802370671236
51,loyalty,-252.8372965948622,-174.7611490787187
52,voucher,-216.1241874067931,-105.83562893317342
52,freeship,495.209062236254,537.6379899494511
52,combo,325.60752239114174,317.81610512416574
52,flashsale,259.21584810534665,255.05615577691214
52,loyalty,-252.8372965948622,-356.54116528655663
53,voucher,-216.1241874067931,-203.82282141940226
53,freeship,495.209062236254,421.14769667678127
53,combo,325.60752239114174,312.4722671548382
53,flashsale,259.21584810534665,204.97953433068506
53,loyalty,-252.8372965948622,-186.39135193970577
54,voucher,-216.1241874067931,-217.19465891379554
54,freeship,495.209062236254,446.5817297173907
54,combo,325.60752239114174,267.14616847464276
54,flashsale,259.21584810534665,337.30031249079974
54,loyalty,-252.8372965948622,-284.29944751152595
55,voucher,-216.1241874067931,-283.01466089278443
55,freeship,495.209062236254,499.7875630589098
55,combo,325.60752239114174,445.06994075490826
55,flashsale,259.21584810534665,401.3999358594224
55,loyalty,-252.8372965948622,-93.8459277601489
56,voucher,-216.1241874067931,-124.77366940590638
56,freeship,495.209062236254,572.7689378998223
56,combo,325.60752239114174,312.4266810473823
56,flashsale,259.21584810534665,187.95648995683194
56,loyalty,-252.8372965948622,-228.63682789107676
57,voucher,-216.1241874067931,-110.45229468452081
57,freeship,495.209062236254,574.8730684681078
57,combo,325.60752239114174,185.5594053676802
57,flashsale,259.21584810534665,244.95094130110954
57,loyalty,-252.8372965948622,-61.64258178443768
58,voucher,-216.1241874067931,-310.43186846927085
58,freeship,495.209062236254,596.5146712014923
58,combo,325.60752239114174,378.1764849437091
58,flashsale,259.21584810534665,288.02478528854505
58,loyalty,-252.8372965948622,-214.96384414589932
59,voucher,-216.1241874067931,-352.69734494181625
59,freeship,495.209062236254,314.29548092326985
59,combo,325.60752239114174,271.8125750468479
59,flashsale,259.21584810534665,336.23993556604756
59,loyalty,-252.8372965948622,-357.74050969206854
60,voucher,-216.1241874067931,-315.94625016233226
60,freeship,495.209062236254,501.1499371446031
60,combo,325.60752239114174,369.52923039160703
60,flashsale,259.21584810534665,180.32084221682302
60,loyalty,-252.8372965948622,-215.8883613583475
61,voucher,-216.1241874067931,-332.6871334959361
61,freeship,495.209062236254,590.1106860260411
61,combo,325.60752239114174,481.6870965847726
61,flashsale,259.21584810534665,126.92259345372022
61,loyalty,-252.8372965948622,-252.49507524667342
62,voucher,-216.1241874067931,-229.51570570221313
62,freeship,495.209062236254,713.6056484858113
62,combo,325.60752239114174,257.94421793771403
62,flashsale,259.21584810534665,324.0447344322847
62,loyalty,-252.8372965948622,-215.8231171689807
63,voucher,-216.1241874067931,-140.583977998933
63,freeship,495.209062236254,362.5847257767949
63,combo,325.60752239114174,181.08455036368196
63,flashsale,259.21584810534665,194.22611471454394
63,loyalty,-252.8372965948622,-370.1933500949715
64,voucher,-216.1241874067931,-188.46236976166486
64,freeship,495.209062236254,669.7762445402379
64,combo,325.60752239114174,428.84838381376983
64,flashsale,259.21584810534665,536.1684670627294
64,loyalty,-252.8372965948622,-126.86535714924972
65,voucher,-216.1241874067931,-291.25784041119516
65,freeship,495.209062236254,511.93698683944086
65,combo,325.60752239114174,209.0130470253448
65,flashsale,259.21584810534665,244.9775586617054
65,loyalty,-252.8372965948622,-137.1765580242013
66,voucher,-216.1241874067931,-240.82676013305763
66,freeship,495.209062236254,427.5669805391874
66,combo,325.60752239114174,386.59461926854436
66,flashsale,259.21584810534665,361.96233306464035
66,loyalty,-252.8372965948622,-210.85401360573496
67,voucher,-216.1241874067931,-231.38063083121241
67,freeship,495.209062236254,513.9130274239382
67,combo,325.60752239114174,143.2170993892475
67,flashsale,259.21584810534665,112.45633964545544
67,loyalty,-252.8372965948622,-187.44167804967447
68,voucher,-216.1241874067931,-260.72897112864996
68,freeship,495.209062236254,501.66223273122097
68,combo,325.60752239114174,442.0123410954781
68,flashsale,259.21584810534665,373.5166693841105
68,loyalty,-252.8372965948622,-158.9263820892648
69,voucher,-216.1241874067931,-253.59127398085124
69,freeship,495.209062236254,547.164648478286
69,combo,325.60752239114174,208.2130347142832
69,flashsale,259.21584810534665,337.33909255574974
69,loyalty,-252.8372965948622,-279.6921253830742
70,voucher,-216.1241874067931,-166.81547519409207
70,freeship,495.209062236254,365.28966355157024
70,combo,325.60752239114174,217.08777417681387
70,flashsale,259.21584810534665,180.0386546210238
70,loyalty,-252.8372965948622,-417.7675201788102
71,voucher,-216.1241874067931,-97.43497569182118
71,freeship,495.209062236254,342.7585531330011
71,combo,325.60752239114174,321.7880865707617
71,flashsale,259.21584810534665,256.3603409634232
71,loyalty,-252.8372965948622,-128.00055245285546
72,voucher,-216.1241874067931,-230.2908516965576
72,freeship,495.209062236254,518.8448045312676
72,combo,325.60752239114174,408.86816718805505
72,flashsale,259.21584810534665,333.86924843188086
72,loyalty,-252.8372965948622,-343.1454847289223
73,voucher,-216.1241874067931,-106.80238202127153
73,freeship,495.209062236254,558.9189444398461
73,combo,325.60752239114174,435.4594968360462
73,flashsale,259.21584810534665,440.90986926634366
73,loyalty,-252.8372965948622,-389.0667068438768
74,voucher,-216.1241874067931,-282.39808197241814
74,freeship,495.209062236254,597.8052303793501
74,combo,325.60752239114174,450.5560701844163
74,flashsale,259.21584810534665,357.81283416656703
74,loyalty,-252.8372965948622,-243.31530933325942
75,voucher,-216.1241874067931,-161.1252991119077
75,freeship,495.209062236254,642.292857087906
75,combo,325.60752239114174,201.22467977729883
75,flashsale,259.21584810534665,169.01622714698476
75,loyalty,-252.8372965948622,-217.51716982771472
76,voucher,-216.1241874067931,-215.09361752395375
76,freeship,495.209062236254,559.9166161514988
76,combo,325.60752239114174,263.3071840828681
76,flashsale,259.21584810534665,296.4068624628199
76,loyalty,-252.8372965948622,-227.02857229435998
77,voucher,-216.1241874067931,-187.61132274767297
77,freeship,495.209062236254,412.082797877733
77,combo,325.60752239114174,393.37275298234533
77,flashsale,259.21584810534665,272.3692356712553
77,loyalty,-252.8372965948622,-389.4731851630978
78,voucher,-216.1241874067931,-352.6749329284656
78,freeship,495.209062236254,425.1586224498059
78,combo,325.60752239114174,268.5909444004486
78,flashsale,259.21584810534665,184.8463337838199
78,loyalty,-252.8372965948622,-212.572146674544
79,voucher,-216.1241874067931,-321.622021911922
79,freeship,495.209062236254,580.4022149827423
79,combo,325.60752239114174,279.1709977585999
79,flashsale,259.21584810534665,104.71111542584745
79,loyalty,-252.8372965948622,-433.79986407398417
80,voucher,-216.1241874067931,-275.89504920470534
80,freeship,495.209062236254,486.0835583493295
80,combo,325.60752239114174,372.7170577613641
80,flashsale,259.21584810534665,157.08874517499558
80,loyalty,-252.8372965948622,-255.00191701076207
81,voucher,-216.1241874067931,-118.90285683336252
81,freeship,495.209062236254,457.76756222970266
81,combo,325.60752239114174,312.3906966361573
81,flashsale,259.21584810534665,312.7206001024996
81,loyalty,-252.8372965948622,-237.1701644160874
82,voucher,-216.1241874067931,-51.80094581511315
82,freeship,495.209062236254,454.0495802161149
82,combo,325.60752239114174,302.45137197210147
82,flashsale,259.21584810534665,287.0201647155699
82,loyalty,-252.8372965948622,-376.02999583156276
83,voucher,-216.1241874067931,-99.15002451063981
83,freeship,495.209062236254,354.40257487338454
83,combo,325.60752239114174,382.4937618467491
83,flashsale,259.21584810534665,236.0097983841488
83,loyalty,-252.8372965948622,-286.44142060271986
84,voucher,-216.1241874067931,-269.1923702096346
84,freeship,495.209062236254,643.212528964449
84,combo,325.60752239114174,421.3528646081712
84,flashsale,259.21584810534665,268.75099144643747
84,loyalty,-252.8372965948622,-335.03437796330996
85,voucher,-216.1241874067931,-205.0689307809869
85,freeship,495.209062236254,506.73783501388993
85,combo,325.60752239114174,385.1612934816586
85,flashsale,259.21584810534665,447.5855457907686
85,loyalty,-252.8372965948622,-377.76253608000445
86,voucher,-216.1241874067931,-425.2916920262536
86,freeship,495.209062236254,583.6621033981246
86,combo,325.60752239114174,377.9751174938833
86,flashsale,259.21584810534665,164.87521972543044
86,loyalty,-252.8372965948622,-235.18099758004357
87,voucher,-216.1241874067931,-446.560760542024
87,freeship,495.209062236254,375.77354803072876
87,combo,325.60752239114174,381.76988533423304
87,flashsale,259.21584810534665,167.1346238951868
87,loyalty,-252.8372965948622,-38.107969206674
88,voucher,-216.1241874067931,-87.32325634520504
88,freeship,495.209062236254,695.6614076140279
88,combo,325.60752239114174,252.70836635449362
88,flashsale,259.21584810534665,455.21631015871844
88,loyalty,-252.8372965948622,-38.778559209895406
89,voucher,-216.1241874067931,-233.36065923389634
89,freeship,495.209062236254,431.6111864752349
89,combo,325.60752239114174,277.0314965514338
89,flashsale,259.21584810534665,235.861959017029
89,loyalty,-252.8372965948622,-198.62486868429386
90,voucher,-216.1241874067931,-362.5447082925214
90,freeship,495.209062236254,443.0320665767396
90,combo,325.60752239114174,482.2980122751509
90,flashsale,259.21584810534665,136.3593700276581
90,loyalty,-252.8372965948622,-145.03596067798708
91,voucher,-216.1241874067931,-262.9219573499257
91,freeship,495.209062236254,419.7039594799369
91,combo,325.60752239114174,419.855863846522
91,flashsale,259.21584810534665,153.41688446217557
91,loyalty,-252.8372965948622,-274.19530907522113
92,voucher,-216.1241874067931,-422.2457815183899
92,freeship,495.209062236254,628.7625070367877
92,combo,325.60752239114174,409.7291626819742
92,flashsale,259.21584810534665,78.77688386423912
92,loyalty,-252.8372965948622,-257.7242240190796
93,voucher,-216.1241874067931,-122.71936173215778
93,freeship,495.209062236254,549.3839964663008
93,combo,325.60752239114174,383.8443073210374
93,flashsale,259.21584810534665,155.01022407017047
93,loyalty,-252.8372965948622,-322.3695920906193
94,voucher,-216.1241874067931,-130.2201868436486
94,freeship,495.209062236254,485.478403751273
94,combo,325.60752239114174,406.41841148559223
94,flashsale,259.21584810534665,244.54260638367288
94,loyalty,-252.8372965948622,-157.00842196048495
95,voucher,-216.1241874067931,-250.1644849800773
95,freeship,495.209062236254,505.5082099274185
95,combo,325.60752239114174,387.92129865835614
95,flashsale,259.21584810534665,435.1100901575353
95,loyalty,-252.8372965948622,-196.5942776451081
96,voucher,-216.1241874067931,-91.82882606065735
96,freeship,495.209062236254,644.5780539455864
96,combo,325.60752239114174,238.38986167601476
96,flashsale,259.21584810534665,247.49386390099139
96,loyalty,-252.8372965948622,-299.5606537974505
97,voucher,-216.1241874067931,-215.4246395247622
97,freeship,495.209062236254,632.5417209526499
97,combo,325.60752239114174,268.8397474941325
97,flashsale,259.21584810534665,332.79385122217775
97,loyalty,-252.8372965948622,-166.1983164651711
98,voucher,-216.1241874067931,-149.19401124272082
98,freeship,495.209062236254,314.16015231617007
98,combo,325.60752239114174,348.590905938767
98,flashsale,259.21584810534665,294.3868127736551
98,loyalty,-252.8372965948622,-266.62878367839716
99,voucher,-216.1241874067931,-215.6005866143975
99,freeship,495.209062236254,520.3753870326541
99,combo,325.60752239114174,348.9509551005939
99,flashsale,259.21584810534665,228.17468186512386
99,loyalty,-252.8372965948622,-309.40599420321865
100,voucher,-216.1241874067931,-323.66449644151385
100,freeship,495.209062236254,506.57213403169476
100,combo,325.60752239114174,561.2733055724211
100,flashsale,259.21584810534665,148.03830285610516
100,loyalty,-252.8372965948622,-272.343383651722
101,voucher,-216.1241874067931,-195.67199777116497
101,freeship,495.209062236254,605.1733753531511
101,combo,325.60752239114174,249.51548938378264
101,flashsale,259.21584810534665,214.58791617723688
101,loyalty,-252.8372965948622,-119.93495449472363
102,voucher,-216.1241874067931,-169.6766732609549
102,freeship,495.209062236254,419.36583264247156
102,combo,325.60752239114174,250.0229666990358
102,flashsale,259.21584810534665,248.41636707474473
102,loyalty,-252.8372965948622,-224.761684598408
103,voucher,-216.1241874067931,-80.99585755742356
103,freeship,495.209062236254,353.8416616439466
103,combo,325.60752239114174,373.9116955619764
103,flashsale,259.21584810534665,261.3881440967899
103,loyalty,-252.8372965948622,-157.5782061361894
104,voucher,-216.1241874067931,-221.20202929254793
104,freeship,495.209062236254,635.7783602146857
104,combo,325.60752239114174,327.26330075268135
104,flashsale,259.21584810534665,39.98309049686216
104,loyalty,-252.8372965948622,-273.52178681803656
105,voucher,-216.1241874067931,-178.6922644710883
105,freeship,495.209062236254,287.33031830126504
105,combo,325.60752239114174,260.5823324099815
105,flashsale,259.21584810534665,250.40696232041952
105,loyalty,-252.8372965948622,-193.6074398432153
106,voucher,-216.1241874067931,-18.322405987225693
106,freeship,495.209062236254,614.9834906437093
106,combo,325.60752239114174,264.43389356699146
106,flashsale,259.21584810534665,461.0593493391294
106,loyalty,-252.8372965948622,-219.73507210872526
107,voucher,-216.1241874067931,-119.26093002936959
107,freeship,495.209062236254,482.3279036464488
107,combo,325.60752239114174,384.69797888092893
107,flashsale,259.21584810534665,255.45901968975272
107,loyalty,-252.8372965948622,-171.43132023594714
108,voucher,-216.1241874067931,-127.93878229041869
108,freeship,495.209062236254,471.01996996729235
108,combo,325.60752239114174,250.36295129725477
108,flashsale,259.21584810534665,294.26786189281967
108,loyalty,-252.8372965948622,-118.37828394345613
109,voucher,-216.1241874067931,-223.0618571064078
109,freeship,495.209062236254,498.6235638173237
109,combo,325.60752239114174,304.59851490575534
109,flashsale,259.21584810534665,98.49965800063407
109,loyalty,-252.8372965948622,-412.41496941919354
110,voucher,-216.1241874067931,-168.1804219720765
