T,ActionApplied,Q_star,TotalSpent
0,voucher,-75.06006556001438,-76.6718677239343
0,freeship,314.5409360469081,326.29618522186394
0,combo,57.576060022467175,27.50983327943507
0,flashsale,275.1622915799056,292.21882298584626
0,loyalty,447.5823091933022,366.5577778231034
1,voucher,-75.06006556001438,-95.88134971137879
1,freeship,314.5409360469081,327.9595524923597
1,combo,57.576060022467175,102.59820396182897
1,flashsale,275.1622915799056,150.43046143291974
1,loyalty,447.5823091933022,464.11150780149774
2,voucher,-75.06006556001438,26.581784905826396
2,freeship,314.5409360469081,254.3022637127299
2,combo,57.576060022467175,-91.4223917423812
2,flashsale,275.1622915799056,264.323020396315
2,loyalty,447.5823091933022,492.9481132103349
3,voucher,-75.06006556001438,-30.068982158378468
3,freeship,314.5409360469081,305.7830048324801
3,combo,57.576060022467175,19.385938759216657
3,flashsale,275.1622915799056,447.0207862988375
3,loyalty,447.5823091933022,597.1486423683107
4,voucher,-75.06006556001438,-9.115677973833854
4,freeship,314.5409360469081,384.7613111059067
4,combo,57.576060022467175,-74.35787066893002
4,flashsale,275.1622915799056,191.14406265323052
4,loyalty,447.5823091933022,257.33757428229046
5,voucher,-75.06006556001438,-286.59453833095813
5,freeship,314.5409360469081,444.16998505444394
5,combo,57.576060022467175,33.61651921613061
5,flashsale,275.1622915799056,153.3421849675692
5,loyalty,447.5823091933022,487.3889350113128
6,voucher,-75.06006556001438,-200.84447183427005
6,freeship,314.5409360469081,409.59028713019114
6,combo,57.576060022467175,166.31205876114237
6,flashsale,275.1622915799056,293.4106578744132
6,loyalty,447.5823091933022,359.70802774038475
7,voucher,-75.06006556001438,50.99293885496057
7,freeship,314.5409360469081,383.03376544097995
7,combo,57.576060022467175,-92.11417743003267
7,flashsale,275.1622915799056,382.5150961063213
7,loyalty,447.5823091933022,506.0740572994617
8,voucher,-75.06006556001438,-95.79784566334301
8,freeship,314.5409360469081,315.5177564810331
8,combo,57.576060022467175,232.75286574257123
8,flashsale,275.1622915799056,342.22253361698006
8,loyalty,447.5823091933022,484.32257192105226
9,voucher,-75.06006556001438,-26.53954550852429
9,freeship,314.5409360469081,266.71063799666683
9,combo,57.576060022467175,129.78951334114973
9,flashsale,275.1622915799056,177.16323636796636
9,loyalty,447.5823091933022,398.60961498853925
10,voucher,-75.06006556001438,-162.8587309839514
10,freeship,314.5409360469081,397.42721218930535
10,combo,57.576060022467175,-79.83983760164656
10,flashsale,275.1622915799056,283.18784153623614
10,loyalty,447.5823091933022,396.02852708405436
11,voucher,-75.06006556001438,1.2201668011605022
11,freeship,314.5409360469081,394.5211380561962
11,combo,57.576060022467175,96.35409326007016
11,flashsale,275.1622915799056,244.5909755924293
11,loyalty,447.5823091933022,475.10686215993513
12,voucher,-75.06006556001438,-58.431149758425946
12,freeship,314.5409360469081,290.4465107339599
12,combo,57.576060022467175,-49.94537144247043
12,flashsale,275.1622915799056,200.42613445290297
